Institution ID,Institution Name,City,State/Province,Country
1572,Gansu Agricultural University,Lanzhou,Gansu,China
1573,University of Dayton,Dayton,OH,USA
1574,University of Cambridge,Cambridge,,United Kingdom
1575,Ocean University of China,Qingdao,Shandong,China
1576,EAST CHINA NORMAL UNIVERSITY,Shanghai,Shanghai,China
1577,TIANJIN POLYTECHNIC UNIVERSITY,TIAN JIN,,China
1578,Southwest Jiaotong University,Leshan,SiChuan,China
1579,South China Normal Univercity,Guangdong,Asia,China
1580,Nankai University,TianJin,,China
1581,Dongbei University of Finance and Economics,DalianChina,Dalian,China
1582,Beihua University,Jilin,Jilin,China
1583,Xinjiang University,Urumqi,XinJiang,China
1584,China University of Petroleum(East China),Qingdao,ShanDong province,China
1585,University of International Business and Economics of China,Beijing,,China
1586,School of Mathematics,Chengdu City,Sichuan,China
1587,University of science and technology of China,Hefei,Anhui,China
1588,University of International Business and Economics,beijing,beijing,China
1589,Shandong University of Finance and Economics,Jinan,Shandong,China
1590,Nankai UniversityChina,Tianjin,Tianjin,China
1591,East China University of Science And Technology,Shanghai,Shanghai,China
1592,Chongqing Jiaotong University,Chongqing,Nanping,China
1593,South-Central University For Nationalities,Wuhan,Hubei,China
1594,Sichuan Agriculture University,WENJIANG,SICHUAN,China
1595,Changsha University of Science and Technology,Changsha,Hunan,China
1596,Bethel University,Arden Hills,MN,USA
1597,Dongbei University of Finance and Economics,Dalian,,China
1598,South Western University of Finance and Economics,Chengdu,Sichuan,China
1599,Southwestern University of Finance and Economics,City: Chengdu,Sichuan,China
1600,China University of Geosciences(Beijing),Beijing,Beijing,China
1601,The University of International Business and Economics,Being,,China
1602,Liaocheng University,Liaocheng,Shandong,China
1603,Minzu University of China,BeiJing,BeiJing,China
1604,Renmin University of China,Beiijing,Beijing,China
1605,Linnaeus University,Vaxjo,kronoberg,Sweden
1606,Chongqing University,Chongqing,Chongqing,China
1607,Peking University,BeijingChina,,China
1608,University of international business and economics,BEIJING,BeiJing,China
1609,The Hong Kong Polytechnic University,Hong Kong,,Hong Kong
1610,Qingdao Agricultural Universiry,Qingdao,Shandong,China
1611,South China Normal University,Guanghzhou,Asia,China
1612,Xi'an University of Architecture and Technology,Xiâ€˜an,Shaanxi,China
1613,Hefei University of Technology,Hefei,Anhui,China
1614,Inner Mongolia University,Hohhot,Inner Monglia,China
1615,Shanghai Normal University,Shanghai,,China
1616,SUN YAT-SEN UNIVERSITY,Guangzhou,,China
1617,university of international business and economics,Beijing China,Beijing,China
1618,Shanxi University of Finance and Economics,Taiyuan,Shanxi,China
1619,North China Electric poewr university,Bejing,Beijing,China
1620,Robotics and Automation; Northeastern University,Shenyang,Liaoning,China
1621,Air Force Engineering University,Xi'an,Shaanxi,China
1622,Institution of Information Science and Technology,Beijing,China,China
1623,Huizhou University,Huizhou,Guangdong,China
1624,BeiJing University Of Post And Telecommunication,BEIJING,BEIJING,China
1625,ShiHeZi University,ShiHiZi,xinjiang,China
1626,Dalian Institute of Science and Technology,Dalian,Liaoning,China
1627,Nanjing University of Science and Technology,Nanjing,Jiangsu,China
1628,Xi'an Shiyou University,Xi'an,Shannxi,China
1629,West Anhui University,Luâ€˜an,Anhui,China
1630,minzu univercity of china,beijing,Asia,China
1631,Shaanxi Electronic Technical College,Xi'an,SHAANXI,China
1632,Beijing Normal University,Beijing,HaiDian District,China
1633,Liaoning Shihua University,Fushun,,China
1634,Business School of the University of International Business and Economics,Beijing,Beijing,China
1635,Fudan University,Shanghai,Shanghai,China
1636,Beihang Univeristy,BeiJing,BeiJing,China
1637,University of International Business and Economics,BeiJingchaoyang district,BeiJing,China
1638,Beijing University of Chemical Technology,Chaoyang District Beijing,Beijing,China
1639,GuangDong Ocean University,Zhan Jiang,Guang Dong,China
1640,Penn State Abington,Abington,PA,USA
1641,Henan Normal University,xinxiang,Henan,China
1642,JiangXi Normal University,NanChang,JiangXi,China
1643,shandong university of science and technology,Qingdao,P.R.China,China
1644,South China Normal University,Guangzhou,Guangdong Province,China
1645,university,Shanghai,minhang,China
1646,Chengdu University of Information Technology,Chengdu City,Si Chuan Province,China
1647,Hannan University,Haikou,Hainan,China
1648,Chengdu College of Univ. of Elec. Sci. and Tech. of China,Chengdu,Sichuan,China
1649,Shanghai University of International Business and Economics,Shanghai,Shanghai,China
1650,Ocean University of China,Qindao,Shandong,China
1651,GUANGDONG UNIVERSITY OF FINANCE AND ECONOMICS,Guangzhou,Guangdong,China
1652,Shandong University Of Technology,Zibo,Shandong,China
1653,Quantitative Economics Research Institute of Nankai University,Tianjin,Tianjin,China
1654,Bucknell University,Lewisburg,PA,USA
1655,Huaibei Normal University,Huaibei,Anhui,China
1656,University of Texas at Austin,Austin,TX,USA
1657,Truman State University,Kirksville,MO,USA
1658,Hebei Normal University,Shijiazhuang,Hebei,China
1659,Wuhan university,wuhan,hubei,China
1660,Hubei University of Economics,Wuhan,Hubei,China
1661,College of Mobile Telecommunications. Chongqing University of Posts and Telecom.,Chongqing,,China
1662,Xi'an University of Architecture and Technology,Xi'an,Shaanxi,China
1663,UNIVERSITY OF INTERNATIONAL BUSINESS AND ECONOMICS,BEIJING CHINA,BEIJING,China
1664,Nankai University,Tianjin Province,,China
1665,Shanxi University,Taiyuan Shanxi,,China
1666,professor,Wuhan,Hubei,China
1667,Nanjing Forestry University,Nanjing,,China
1668,Wuhan University,Wu Han,Hubei Province,China
1669,Seattle University,Seattle,WA,USA
1670,Luoyang Institute of Science and Technology,Luoyang,Henan,China
1671,University of Wisconsin - La Crosse,La Crosse,WI,USA
1672,Jiangsu Jianzhu Institute,Xuzhou,Jiangsu,China
1673,China Univercity of Geosciencesï¼ŒBeijing,Beijing,Beijing,China
1674,Indiana University Bloomington,Bloomington,IN,USA
1675,Brown University,Providence,RI,USA
1676,WuHan University,WUHAN,HUBEI,China
1677,Wuhan University,Wuhan,Hubei Province,China
1678,Xi'an University of architecture and technology,Xi'an,Shanxi,China
1679,Southwestern University of Finance and Economincs,Chengdu,Sichuan,China
1680,Dongbei University of Finance and Economics,Dalian,Liaoning Province,China
1681,Statistic,Beijing,,China
1682,Hebei University,baoding,hebei,China
1683,Zhejiang University,Hang Zhou,,China
